	drug	cell line	time point	drug dose	count
2508	BRD-A72498772	HL60	6	0.37037	1
2509	BRD-A72498772	HL60	6	1.11111	6
2510	BRD-A72498772	HL60	6	10.0	6
2511	BRD-A72498772	HL60	6	3.33333	4
2512	BRD-A72498772	PC3	6	0.370370	1
2513	BRD-A72498772	PC3	6	1.111110	3
2514	BRD-A72498772	PC3	6	10.000000	3
2515	BRD-A72498772	U937	24	1.111110	2
2516	BRD-A72498772	U937	24	10.000000	2
2517	BRD-A72498772	U937	6	1.111110	3
2518	BRD-A72498772	U937	6	10.000000	3
2519	BRD-A72498772	U937	6	3.333330	1
2520	BRD-A72796238	CD34	24	0.37037	2
2521	BRD-A72796238	CD34	24	1.11111	2
2522	BRD-A72796238	CD34	24	10.0	2
2523	BRD-A72796238	CD34	24	3.33333	2
2524	BRD-A72796238	CD34	6	0.37037	3
2525	BRD-A72796238	CD34	6	1.11111	3
2526	BRD-A72796238	CD34	6	10.0	3
2527	BRD-A72796238	CD34	6	3.33333	3
2528	BRD-A72796238	HL60	24	0.37037	6
2529	BRD-A72796238	HL60	24	1.11111	6
2530	BRD-A72796238	HL60	24	10.0	6
2531	BRD-A72796238	HL60	24	3.33333	6
2532	BRD-A72796238	HL60	6	0.37037	6
2533	BRD-A72796238	HL60	6	1.11111	6
2534	BRD-A72796238	HL60	6	10.0	6
2535	BRD-A72796238	HL60	6	3.33333	6
2536	BRD-A72796238	PC3	6	0.370370	3
2537	BRD-A72796238	PC3	6	1.111110	3
2538	BRD-A72796238	PC3	6	10.000000	3
2539	BRD-A72796238	PC3	6	3.333330	3
2540	BRD-A72796238	U937	24	0.370370	2
2541	BRD-A72796238	U937	24	1.111110	2
2542	BRD-A72796238	U937	24	10.000000	2
2543	BRD-A72796238	U937	24	3.333330	2
2544	BRD-A72796238	U937	6	0.370370	3
2545	BRD-A72796238	U937	6	1.111110	3
2546	BRD-A72796238	U937	6	10.000000	3
2547	BRD-A72796238	U937	6	3.333330	3
2548	BRD-A73513677	CD34	24	0.37037	2
2549	BRD-A73513677	CD34	24	1.11111	2
2550	BRD-A73513677	CD34	24	10.0	2
2551	BRD-A73513677	CD34	24	3.33333	2
2552	BRD-A73513677	CD34	6	0.37037	3
2553	BRD-A73513677	CD34	6	1.11111	3
2554	BRD-A73513677	CD34	6	10.0	3
2555	BRD-A73513677	CD34	6	3.33333	3
2556	BRD-A73513677	HL60	24	0.37037	6
2557	BRD-A73513677	HL60	24	1.11111	6
2558	BRD-A73513677	HL60	24	10.0	6
2559	BRD-A73513677	HL60	24	3.33333	6
2560	BRD-A73513677	HL60	6	0.37037	6
2561	BRD-A73513677	HL60	6	1.11111	6
2562	BRD-A73513677	HL60	6	10.0	6
2563	BRD-A73513677	HL60	6	3.33333	6
2564	BRD-A73513677	PC3	6	0.370370	3
2565	BRD-A73513677	PC3	6	1.111110	3
2566	BRD-A73513677	PC3	6	10.000000	3
2567	BRD-A73513677	PC3	6	3.333330	3
2568	BRD-A73513677	U937	24	0.370370	2
2569	BRD-A73513677	U937	24	1.111110	2
2570	BRD-A73513677	U937	24	10.000000	2
2571	BRD-A73513677	U937	24	3.333330	2
2572	BRD-A73513677	U937	6	0.370370	3
2573	BRD-A73513677	U937	6	1.111110	3
2574	BRD-A73513677	U937	6	10.000000	3
2575	BRD-A73513677	U937	6	3.333330	3
2576	BRD-A73558769	CD34	24	0.37037	2
2577	BRD-A73558769	CD34	24	1.11111	2
2578	BRD-A73558769	CD34	24	10.0	2
2579	BRD-A73558769	CD34	24	3.33333	2
2580	BRD-A73558769	CD34	6	0.37037	3
2581	BRD-A73558769	CD34	6	1.11111	3
2582	BRD-A73558769	CD34	6	10.0	3
2583	BRD-A73558769	CD34	6	3.33333	3
2584	BRD-A73558769	HL60	24	0.37037	6
2585	BRD-A73558769	HL60	24	1.11111	6
2586	BRD-A73558769	HL60	24	10.0	6
2587	BRD-A73558769	HL60	24	3.33333	6
2588	BRD-A73558769	HL60	6	0.37037	6
2589	BRD-A73558769	HL60	6	1.11111	6
2590	BRD-A73558769	HL60	6	10.0	6
2591	BRD-A73558769	HL60	6	3.33333	6
2592	BRD-A73558769	PC3	6	0.370370	3
2593	BRD-A73558769	PC3	6	1.111110	3
2594	BRD-A73558769	PC3	6	10.000000	3
2595	BRD-A73558769	PC3	6	3.333330	3
2596	BRD-A73558769	U937	24	0.370370	2
2597	BRD-A73558769	U937	24	1.111110	1
2598	BRD-A73558769	U937	24	10.000000	2
2599	BRD-A73558769	U937	24	3.333330	1
2600	BRD-A73558769	U937	6	0.370370	3
2601	BRD-A73558769	U937	6	1.111110	3
2602	BRD-A73558769	U937	6	10.000000	3
2603	BRD-A73558769	U937	6	3.333330	3
2604	BRD-A73594579	HEPG2	24	11.2	3
2605	BRD-A73594579	HEPG2	24	2.8	3
2606	BRD-A73594579	HEPG2	6	11.2	3
2607	BRD-A73594579	HEPG2	6	2.8	3
2608	BRD-A73594579	HUH7	24	11.2	3
2609	BRD-A73594579	HUH7	24	2.8	3
2610	BRD-A73594579	HUH7	6	11.2	2
2611	BRD-A73594579	HUH7	6	2.8	3
2612	BRD-A73594579	PHH	24	11.2	3
2613	BRD-A73594579	PHH	24	2.8	3
2614	BRD-A73594579	PHH	6	11.2	3
2615	BRD-A73594579	PHH	6	2.8	3
2616	BRD-A74382794	CD34	24	0.37037	2
2617	BRD-A74382794	CD34	24	1.11111	2
2618	BRD-A74382794	CD34	24	10.0	2
2619	BRD-A74382794	CD34	24	3.33333	2
2620	BRD-A74382794	CD34	6	0.37037	3
2621	BRD-A74382794	CD34	6	1.11111	3
2622	BRD-A74382794	CD34	6	10.0	3
2623	BRD-A74382794	CD34	6	3.33333	3
2624	BRD-A74382794	HL60	24	0.37037	6
2625	BRD-A74382794	HL60	24	1.11111	6
2626	BRD-A74382794	HL60	24	10.0	6
2627	BRD-A74382794	HL60	24	3.33333	6
2628	BRD-A74382794	HL60	6	0.37037	6
2629	BRD-A74382794	HL60	6	1.11111	6
2630	BRD-A74382794	HL60	6	10.0	6
2631	BRD-A74382794	HL60	6	3.33333	6
2632	BRD-A74382794	PC3	6	0.370370	3
2633	BRD-A74382794	PC3	6	1.111110	3
2634	BRD-A74382794	PC3	6	10.000000	3
2635	BRD-A74382794	PC3	6	3.333330	3
2636	BRD-A74382794	U937	24	0.370370	2
2637	BRD-A74382794	U937	24	1.111110	2
2638	BRD-A74382794	U937	24	10.000000	2
2639	BRD-A74382794	U937	24	3.333330	2
2640	BRD-A74382794	U937	6	0.370370	3
2641	BRD-A74382794	U937	6	1.111110	3
2642	BRD-A74382794	U937	6	10.000000	3
2643	BRD-A74382794	U937	6	3.333330	3
2644	BRD-A83255679	A375	24	10.0	2
2645	BRD-A83255679	A375	24	20.0	5
2646	BRD-A83255679	A375	6	10.0	4
2647	BRD-A83255679	A375	6	20.0	7
2648	BRD-A83255679	A549	6	10.0	3
2649	BRD-A83255679	A549	6	20.0	4
2650	BRD-A83255679	HCC515	6	10.0	3
2651	BRD-A83255679	HCC515	6	20.0	4
2652	BRD-A83255679	HEPG2	6	10.0	3
2653	BRD-A83255679	HEPG2	6	20.0	3
2654	BRD-A83255679	HT29	6	10.0	5
2655	BRD-A83255679	HT29	6	20.0	6
2656	BRD-A83255679	MCF7	24	10.0	2
2657	BRD-A83255679	MCF7	24	20.0	6
2658	BRD-A83255679	MCF7	6	10.0	3
2659	BRD-A83255679	MCF7	6	20.0	5
2660	BRD-A83255679	PC3	24	10.0	5
2661	BRD-A83255679	PC3	24	20.0	6
2662	BRD-A83255679	PC3	6	10.0	5
2663	BRD-A83255679	PC3	6	20.0	4
2664	BRD-A83255679	VCAP	24	10.0	5
2665	BRD-A83255679	VCAP	24	20.0	5
2666	BRD-A83255679	VCAP	6	10.0	5
2667	BRD-A83255679	VCAP	6	20.0	4
2668	BRD-A84066268	VCAP	24	0.4	3
2669	BRD-A84066268	VCAP	24	10.0	2
2670	BRD-A84066268	VCAP	24	2.0	3
2671	BRD-A84066268	VCAP	6	0.4	2
2672	BRD-A84066268	VCAP	6	10.0	2
2673	BRD-A84066268	VCAP	6	2.0	2
2674	BRD-A84238007	HEPG2	24	10.4	3
2675	BRD-A84238007	HEPG2	24	2.6	3
2676	BRD-A84238007	HEPG2	6	10.4	3
2677	BRD-A84238007	HEPG2	6	2.6	3
2678	BRD-A84238007	HUH7	24	10.4	3
2679	BRD-A84238007	HUH7	24	2.6	3
2680	BRD-A84238007	HUH7	6	10.4	3
2681	BRD-A84238007	HUH7	6	2.6	3
2682	BRD-A84238007	PHH	24	10.4	3
2683	BRD-A84238007	PHH	24	2.6	3
2684	BRD-A84238007	PHH	6	10.4	3
2685	BRD-A84238007	PHH	6	2.6	3
2686	BRD-A88765664	VCAP	24	0.4	3
2687	BRD-A88765664	VCAP	24	10.0	3
2688	BRD-A88765664	VCAP	24	2.0	3
2689	BRD-A88765664	VCAP	6	0.4	2
2690	BRD-A88765664	VCAP	6	10.0	2
2691	BRD-A88765664	VCAP	6	2.0	2
2692	BRD-A94546435	HEPG2	24	10.0	3
2693	BRD-A94546435	HEPG2	24	2.5	3
2694	BRD-A94546435	HEPG2	6	10.0	3
2695	BRD-A94546435	HEPG2	6	2.5	3
2696	BRD-A94546435	HUH7	24	10.0	3
2697	BRD-A94546435	HUH7	24	2.5	3
2698	BRD-A94546435	HUH7	6	10.0	3
2699	BRD-A94546435	HUH7	6	2.5	3
2700	BRD-A94546435	PHH	24	10.0	3
2701	BRD-A94546435	PHH	24	2.5	3
2702	BRD-A94546435	PHH	6	10.0	3
2703	BRD-A94546435	PHH	6	2.5	3
2704	BRD-A95504714	CD34	24	0.37037	2
2705	BRD-A95504714	CD34	24	1.11111	2
2706	BRD-A95504714	CD34	24	10.0	2
2707	BRD-A95504714	CD34	24	3.33333	2
2708	BRD-A95504714	CD34	6	0.37037	3
2709	BRD-A95504714	CD34	6	1.11111	3
2710	BRD-A95504714	CD34	6	10.0	3
2711	BRD-A95504714	CD34	6	3.33333	3
2712	BRD-A95504714	HL60	24	0.37037	6
2713	BRD-A95504714	HL60	24	1.11111	5
2714	BRD-A95504714	HL60	24	10.0	6
2715	BRD-A95504714	HL60	24	3.33333	5
2716	BRD-A95504714	HL60	6	0.37037	6
2717	BRD-A95504714	HL60	6	1.11111	6
2718	BRD-A95504714	HL60	6	10.0	6
2719	BRD-A95504714	HL60	6	3.33333	6
2720	BRD-A95504714	PC3	6	0.370370	3
2721	BRD-A95504714	PC3	6	1.111110	3
2722	BRD-A95504714	PC3	6	10.000000	3
2723	BRD-A95504714	PC3	6	3.333330	3
2724	BRD-A95504714	U937	24	0.370370	2
2725	BRD-A95504714	U937	24	1.111110	2
2726	BRD-A95504714	U937	24	10.000000	2
2727	BRD-A95504714	U937	24	3.333330	2
2728	BRD-A95504714	U937	6	0.370370	3
2729	BRD-A95504714	U937	6	1.111110	3
2730	BRD-A95504714	U937	6	10.000000	3
2731	BRD-A95504714	U937	6	3.333330	3
2732	BRD-K00007652	MCF7	24	0.3745	3
2733	BRD-K00007652	MCF7	24	1.1236	2
2734	BRD-K00007652	MCF7	24	10.0	5
2735	BRD-K00007652	MCF7	24	10.112	3
2736	BRD-K00007652	MCF7	24	3.3707	3
2737	BRD-K00007652	MCF7	6	0.3745	3
2738	BRD-K00007652	MCF7	6	1.1236	3
2739	BRD-K00007652	MCF7	6	10.0	3
2740	BRD-K00007652	MCF7	6	10.112	3
2741	BRD-K00007652	MCF7	6	3.3707	3
2742	BRD-K00069117	HEPG2	24	10.2293	3
2743	BRD-K00069117	HEPG2	24	2.5573	3
2744	BRD-K00069117	HEPG2	6	10.2293	3
2745	BRD-K00069117	HEPG2	6	2.5573	3
2746	BRD-K00069117	HUH7	24	10.2293	3
2747	BRD-K00069117	HUH7	24	2.5573	3
2748	BRD-K00069117	HUH7	6	10.2293	3
2749	BRD-K00069117	HUH7	6	2.5573	3
2750	BRD-K00069117	PHH	24	10.2293	3
2751	BRD-K00069117	PHH	24	2.5573	3
2752	BRD-K00069117	PHH	6	10.2293	3
2753	BRD-K00069117	PHH	6	2.5573	3
2754	BRD-K00141503	A375	24	5.0	2
2755	BRD-K00141503	A375	24	9.8864402771	3
2756	BRD-K00141503	A549	24	5.0	2
2757	BRD-K00141503	A549	24	9.8864402771	3
2758	BRD-K00141503	HT29	24	5.0	3
2759	BRD-K00141503	HT29	24	9.8864402771	3
2760	BRD-K00141503	MCF7	24	5.0	3
2761	BRD-K00141503	MCF7	24	9.8864402771	3
2762	BRD-K00141503	PC3	24	5.0	2
2763	BRD-K00141503	PC3	24	9.8864402771	3
2764	BRD-K00409771	A375	24	5.0	2
2765	BRD-K00409771	A375	24	9.75174045563	3
2766	BRD-K00409771	A549	24	5.0	2
2767	BRD-K00409771	A549	24	9.75174045563	3
2768	BRD-K00409771	HT29	24	5.0	3
2769	BRD-K00409771	HT29	24	9.75174045563	3
2770	BRD-K00409771	MCF7	24	5.0	3
2771	BRD-K00409771	MCF7	24	9.75174045563	3
2772	BRD-K00409771	PC3	24	5.0	2
2773	BRD-K00409771	PC3	24	9.75174045563	3
2774	BRD-K00518397	PC3	24	10.027299881	3
2775	BRD-K00518397	PC3	24	5.0	2
2776	BRD-K00540336	A375	24	10.1113004684	3
2777	BRD-K00540336	A375	24	5.0	3
2778	BRD-K00540336	A549	24	10.1113004684	3
2779	BRD-K00540336	A549	24	5.0	3
2780	BRD-K00540336	HT29	24	10.1113004684	3
2781	BRD-K00540336	HT29	24	5.0	2
2782	BRD-K00540336	MCF7	24	10.1113004684	3
2783	BRD-K00540336	MCF7	24	5.0	2
2784	BRD-K00540336	PC3	24	10.1113004684	3
2785	BRD-K00540336	PC3	24	5.0	3
2786	BRD-K00640357	A375	24	0.159999996424	9
2787	BRD-K00640357	A375	24	0.16	9
2788	BRD-K00640357	A375	24	0.629999995232	9
2789	BRD-K00640357	A375	24	0.63	9
2790	BRD-K00640357	A375	24	10.0	18
2791	BRD-K00640357	A375	24	2.5	18
2792	BRD-K00640357	A375	6	0.159999996424	8
2793	BRD-K00640357	A375	6	0.629999995232	8
2794	BRD-K00640357	A375	6	10.0	9
2795	BRD-K00640357	A375	6	2.5	9
2796	BRD-K00640357	A549	24	0.159999996424	9
2797	BRD-K00640357	A549	24	0.629999995232	9
2798	BRD-K00640357	A549	24	10.0	9
2799	BRD-K00640357	A549	24	2.5	9
2800	BRD-K00640357	A549	6	0.159999996424	9
2801	BRD-K00640357	A549	6	0.3700000047680001	3
2802	BRD-K00640357	A549	6	0.629999995232	9
2803	BRD-K00640357	A549	6	1.1100000143100002	3
2804	BRD-K00640357	A549	6	10.0	12
2805	BRD-K00640357	A549	6	2.5	9
2806	BRD-K00640357	A549	6	3.32999992371	3
2807	BRD-K00640357	HA1E	24	0.159999996424	6
2808	BRD-K00640357	HA1E	24	0.3700000047680001	3
2809	BRD-K00640357	HA1E	24	0.629999995232	6
2810	BRD-K00640357	HA1E	24	1.1100000143100002	3
2811	BRD-K00640357	HA1E	24	10.0	9
2812	BRD-K00640357	HA1E	24	2.5	6
2813	BRD-K00640357	HA1E	24	3.32999992371	3
2814	BRD-K00640357	HA1E	6	0.159999996424	6
2815	BRD-K00640357	HA1E	6	0.629999995232	6
2816	BRD-K00640357	HA1E	6	10.0	6
2817	BRD-K00640357	HA1E	6	2.5	6
2818	BRD-K00640357	HCC515	24	0.16	9
2819	BRD-K00640357	HCC515	24	0.63	9
2820	BRD-K00640357	HCC515	24	10.0	9
2821	BRD-K00640357	HCC515	24	2.5	8
2822	BRD-K00640357	HCC515	6	0.16	8
2823	BRD-K00640357	HCC515	6	0.63	8
2824	BRD-K00640357	HCC515	6	10.0	9
2825	BRD-K00640357	HCC515	6	2.5	9
2826	BRD-K00640357	HEPG2	24	0.16	9
2827	BRD-K00640357	HEPG2	24	0.63	9
2828	BRD-K00640357	HEPG2	24	10.0	9
2829	BRD-K00640357	HEPG2	24	2.5	9
2830	BRD-K00640357	HEPG2	6	0.3700000047680001	9
2831	BRD-K00640357	HEPG2	6	1.1100000143100002	9
2832	BRD-K00640357	HEPG2	6	10.0	8
2833	BRD-K00640357	HEPG2	6	3.32999992371	9
2834	BRD-K00640357	HT29	24	0.159999996424	9
2835	BRD-K00640357	HT29	24	0.3700000047680001	3
2836	BRD-K00640357	HT29	24	0.629999995232	9
2837	BRD-K00640357	HT29	24	1.1100000143100002	3
2838	BRD-K00640357	HT29	24	10.0	12
2839	BRD-K00640357	HT29	24	2.5	9
2840	BRD-K00640357	HT29	24	3.32999992371	3
2841	BRD-K00640357	HT29	6	0.159999996424	8
2842	BRD-K00640357	HT29	6	0.629999995232	9
2843	BRD-K00640357	HT29	6	10.0	9
2844	BRD-K00640357	HT29	6	2.5	8
2845	BRD-K00640357	JURKAT	24	0.160000	3
2846	BRD-K00640357	JURKAT	24	0.370000	3
2847	BRD-K00640357	JURKAT	24	0.3700000047680001	3
2848	BRD-K00640357	JURKAT	24	0.630000	3
2849	BRD-K00640357	JURKAT	24	1.110000	3
2850	BRD-K00640357	JURKAT	24	1.1100000143100002	3
2851	BRD-K00640357	JURKAT	24	10.0	3
2852	BRD-K00640357	JURKAT	24	10.000000	6
2853	BRD-K00640357	JURKAT	24	2.500000	3
2854	BRD-K00640357	JURKAT	24	3.32999992371	3
2855	BRD-K00640357	JURKAT	24	3.330000	3
2856	BRD-K00640357	JURKAT	6	0.160000	6
2857	BRD-K00640357	JURKAT	6	0.3700000047680001	3
2858	BRD-K00640357	JURKAT	6	0.630000	6
2859	BRD-K00640357	JURKAT	6	1.1100000143100002	3
2860	BRD-K00640357	JURKAT	6	10.0	3
2861	BRD-K00640357	JURKAT	6	10.000000	6
2862	BRD-K00640357	JURKAT	6	2.500000	6
2863	BRD-K00640357	JURKAT	6	3.32999992371	3
2864	BRD-K00640357	MCF7	24	0.16	3
2865	BRD-K00640357	MCF7	24	0.63	3
2866	BRD-K00640357	MCF7	24	10.0	3
2867	BRD-K00640357	MCF7	24	2.5	3
2868	BRD-K00640357	MCF7	6	0.159999996424	9
2869	BRD-K00640357	MCF7	6	0.3700000047680001	3
2870	BRD-K00640357	MCF7	6	0.629999995232	9
2871	BRD-K00640357	MCF7	6	1.1100000143100002	3
2872	BRD-K00640357	MCF7	6	10.0	11
2873	BRD-K00640357	MCF7	6	2.5	8
2874	BRD-K00640357	MCF7	6	3.32999992371	3
2875	BRD-K00640357	PC3	24	0.159999996424	12
2876	BRD-K00640357	PC3	24	0.629999995232	12
2877	BRD-K00640357	PC3	24	10.0	12
2878	BRD-K00640357	PC3	24	2.5	12
2879	BRD-K00640357	PC3	6	0.159999996424	3
2880	BRD-K00640357	PC3	6	0.3700000047680001	9
2881	BRD-K00640357	PC3	6	0.629999995232	3
2882	BRD-K00640357	PC3	6	1.1100000143100002	9
2883	BRD-K00640357	PC3	6	10.0	12
2884	BRD-K00640357	PC3	6	2.5	3
2885	BRD-K00640357	PC3	6	3.32999992371	9
2886	BRD-K00640357	U266	24	0.3700000047680001	9
2887	BRD-K00640357	U266	24	1.1100000143100002	9
2888	BRD-K00640357	U266	24	10.0	9
2889	BRD-K00640357	U266	24	3.32999992371	9
2890	BRD-K00640357	U266	6	0.159999996424	9
2891	BRD-K00640357	U266	6	0.629999995232	9
2892	BRD-K00640357	U266	6	10.0	9
2893	BRD-K00640357	U266	6	2.5	9
2894	BRD-K00799745	VCAP	24	10.0690002441	3
2895	BRD-K00799745	VCAP	24	5.03	3
2896	BRD-K00799745	VCAP	6	10.0690002441	3
2897	BRD-K00799745	VCAP	6	5.03	2
2898	BRD-K00819343	PC3	24	5.0	3
2899	BRD-K00819343	PC3	24	9.99166965485	3
2900	BRD-K00819343	VCAP	24	5.0	3
2901	BRD-K00819343	VCAP	24	9.99166965485	3
2902	BRD-K00819343	VCAP	6	5.0	3
2903	BRD-K00819343	VCAP	6	9.99166965485	3
2904	BRD-K00835201	A549	24	10.211600303600001	3
2905	BRD-K00835201	A549	24	5.11	2
2906	BRD-K00835201	HT29	24	10.211600303600001	3
2907	BRD-K00835201	HT29	24	5.11	3
2908	BRD-K00835201	MCF7	24	10.211600303600001	3
2909	BRD-K00835201	MCF7	24	5.11	3
2910	BRD-K00835201	PC3	24	10.211600303600001	3
2911	BRD-K00835201	PC3	24	5.11	2
2912	BRD-K00859238	A375	24	10.0066003799	3
2913	BRD-K00859238	A375	24	5.0	2
2914	BRD-K00859238	A549	24	10.0066003799	3
2915	BRD-K00859238	A549	24	5.0	1
2916	BRD-K00859238	HT29	24	10.0066003799	3
2917	BRD-K00859238	HT29	24	5.0	3
2918	BRD-K00859238	MCF7	24	10.0066003799	3
2919	BRD-K00859238	MCF7	24	5.0	3
2920	BRD-K00859238	PC3	24	10.0066003799	3
2921	BRD-K00859238	PC3	24	5.0	2
2922	BRD-K01006500	A549	24	10.024600029	3
2923	BRD-K01006500	A549	24	5.01	2
2924	BRD-K01048110	A549	24	10.001000404400001	3
2925	BRD-K01048110	A549	24	5.0	2
2926	BRD-K01048110	HT29	24	10.001000404400001	3
2927	BRD-K01048110	HT29	24	5.0	3
2928	BRD-K01048110	MCF7	24	10.001000404400001	3
2929	BRD-K01048110	MCF7	24	5.0	3
2930	BRD-K01048110	PC3	24	10.001000404400001	3
2931	BRD-K01048110	PC3	24	5.0	2
2932	BRD-K01121114	A549	24	0.00150000001304	3
2933	BRD-K01121114	A549	24	0.00449999980628	3
2934	BRD-K01121114	A549	24	0.0130000002682	3
2935	BRD-K01121114	A549	24	0.0412000007927	3
2936	BRD-K01121114	A549	24	0.12349999695999997	3
2937	BRD-K01121114	A549	24	0.370400011539	3
2938	BRD-K01121114	A549	24	1.1100000143100002	3
2939	BRD-K01121114	A549	24	10.0	6
2940	BRD-K01121114	A549	24	3.32999992371	3
2941	BRD-K01121114	A549	6	0.00150000001304	3
2942	BRD-K01121114	A549	6	0.00449999980628	3
2943	BRD-K01121114	A549	6	0.0130000002682	3
2944	BRD-K01121114	A549	6	0.0412000007927	3
2945	BRD-K01121114	A549	6	0.12349999695999997	3
2946	BRD-K01121114	A549	6	0.370400011539	3
2947	BRD-K01121114	A549	6	1.1100000143100002	3
2948	BRD-K01121114	A549	6	10.0	7
2949	BRD-K01121114	A549	6	3.32999992371	3
2950	BRD-K01121114	MCF7	24	0.00150000001304	3
2951	BRD-K01121114	MCF7	24	0.00449999980628	3
2952	BRD-K01121114	MCF7	24	0.0130000002682	3
2953	BRD-K01121114	MCF7	24	0.0412000007927	3
2954	BRD-K01121114	MCF7	24	0.12349999695999997	3
2955	BRD-K01121114	MCF7	24	0.370400011539	3
2956	BRD-K01121114	MCF7	24	1.1100000143100002	3
2957	BRD-K01121114	MCF7	24	10.0	9
2958	BRD-K01121114	MCF7	24	3.32999992371	3
2959	BRD-K01121114	MCF7	6	0.00150000001304	4
2960	BRD-K01121114	MCF7	6	0.00449999980628	4
2961	BRD-K01121114	MCF7	6	0.0130000002682	4
2962	BRD-K01121114	MCF7	6	0.0412000007927	4
2963	BRD-K01121114	MCF7	6	0.12349999695999997	4
2964	BRD-K01121114	MCF7	6	0.370400011539	4
2965	BRD-K01121114	MCF7	6	1.1100000143100002	4
2966	BRD-K01121114	MCF7	6	10.0	9
2967	BRD-K01121114	MCF7	6	3.32999992371	4
2968	BRD-K01282863	MCF7	24	0.3734	3
2969	BRD-K01282863	MCF7	24	1.1202	3
2970	BRD-K01282863	MCF7	24	10.0816	3
2971	BRD-K01282863	MCF7	24	3.3605	3
2972	BRD-K01282863	MCF7	6	0.3734	3
2973	BRD-K01282863	MCF7	6	1.1202	3
2974	BRD-K01282863	MCF7	6	10.0816	3
2975	BRD-K01282863	MCF7	6	3.3605	3
2976	BRD-K01425313	VCAP	24	10.0	6
2977	BRD-K01425313	VCAP	24	30.0	6
2978	BRD-K01425313	VCAP	6	10.0	6
2979	BRD-K01425313	VCAP	6	30.0	6
2980	BRD-K01425431	PC3	24	10.0275001526	3
2981	BRD-K01425431	PC3	24	5.0	2
2982	BRD-K01477275	A375	24	5.0	3
2983	BRD-K01477275	A375	24	9.95417022705	3
2984	BRD-K01477275	A549	24	5.0	3
2985	BRD-K01477275	A549	24	9.95417022705	3
2986	BRD-K01477275	HT29	24	5.0	3
2987	BRD-K01477275	HT29	24	9.95417022705	3
2988	BRD-K01477275	MCF7	24	5.0	2
2989	BRD-K01477275	MCF7	24	9.95417022705	3
2990	BRD-K01477275	PC3	24	5.0	2
2991	BRD-K01477275	PC3	24	9.95417022705	3
2992	BRD-K01497355	A375	24	10.052599906900001	3
2993	BRD-K01497355	A375	24	5.03	3
2994	BRD-K01497355	A549	24	10.052599906900001	3
2995	BRD-K01497355	A549	24	5.03	3
2996	BRD-K01497355	HT29	24	10.052599906900001	3
2997	BRD-K01497355	HT29	24	5.03	2
2998	BRD-K01497355	MCF7	24	10.052599906900001	3
2999	BRD-K01497355	MCF7	24	5.03	2
3000	BRD-K01497355	PC3	24	10.052599906900001	6
3001	BRD-K01497355	PC3	24	5.03	3
3002	BRD-K01497355	VCAP	24	10.052599906900001	3
3003	BRD-K01497355	VCAP	24	5.03	3
3004	BRD-K01497355	VCAP	6	10.052599906900001	3
3005	BRD-K01497355	VCAP	6	5.03	3
3006	BRD-K01608965	A549	24	10.0	3
3007	BRD-K01608965	A549	24	5.02	4
3008	BRD-K01608965	HT29	24	10.0	3
3009	BRD-K01608965	HT29	24	5.02	2
3010	BRD-K01608965	VCAP	24	10.035	3
3011	BRD-K01608965	VCAP	24	5.02	3
3012	BRD-K01608965	VCAP	6	10.035	2
3013	BRD-K01608965	VCAP	6	5.02	3
3014	BRD-K01621458	A375	24	0.0399999991059	3
3015	BRD-K01621458	A375	24	0.119999997318	3
3016	BRD-K01621458	A375	24	0.37000000476800005	3
3017	BRD-K01621458	A375	24	1.1100000143100002	3
3018	BRD-K01621458	A375	24	10.0	3
3019	BRD-K01621458	A375	24	3.32999992371	3
3020	BRD-K01621458	A549	24	0.0399999991059	3
3021	BRD-K01621458	A549	24	0.119999997318	3
3022	BRD-K01621458	A549	24	0.37000000476800005	3
3023	BRD-K01621458	A549	24	1.1100000143100002	3
3024	BRD-K01621458	A549	24	10.0	3
3025	BRD-K01621458	A549	24	3.32999992371	3
3026	BRD-K01621458	HA1E	24	0.0399999991059	3
3027	BRD-K01621458	HA1E	24	0.078125	4
3028	BRD-K01621458	HA1E	24	0.119999997318	3
3029	BRD-K01621458	HA1E	24	0.15625	4
3030	BRD-K01621458	HA1E	24	0.3125	4
3031	BRD-K01621458	HA1E	24	0.37000000476800005	3
3032	BRD-K01621458	HA1E	24	0.625	4
3033	BRD-K01621458	HA1E	24	1.1100000143100002	3
3034	BRD-K01621458	HA1E	24	1.25	4
3035	BRD-K01621458	HA1E	24	10.0	7
3036	BRD-K01621458	HA1E	24	2.5	3
3037	BRD-K01621458	HA1E	24	3.32999992371	3
3038	BRD-K01621458	HA1E	24	5.0	4
3039	BRD-K01621458	HA1E	6	0.078125	6
3040	BRD-K01621458	HA1E	6	0.15625	6
3041	BRD-K01621458	HA1E	6	0.3125	6
3042	BRD-K01621458	HA1E	6	0.625	6
3043	BRD-K01621458	HA1E	6	1.25	6
3044	BRD-K01621458	HA1E	6	10.0	6
3045	BRD-K01621458	HA1E	6	2.5	6
3046	BRD-K01621458	HA1E	6	5.0	6
3047	BRD-K01621458	HCC515	24	0.0399999991059	3
3048	BRD-K01621458	HCC515	24	0.119999997318	3
3049	BRD-K01621458	HCC515	24	0.37000000476800005	3
3050	BRD-K01621458	HCC515	24	1.1100000143100002	3
3051	BRD-K01621458	HCC515	24	10.0	3
3052	BRD-K01621458	HCC515	24	3.32999992371	3
3053	BRD-K01621458	HEPG2	24	0.0399999991059	3
3054	BRD-K01621458	HEPG2	24	0.119999997318	3
